Price,Close,High,Low,Open,Volume,processed_at,z_score,is_anomaly
2026-03-13 03:43:00+00:00,71103.6796875,71103.6796875,71103.6796875,71103.6796875,0,2026-03-13 19:06:14.883439,-1.3052042070966923,False
2026-03-13 03:44:00+00:00,71115.671875,71115.671875,71115.671875,71115.671875,802816,2026-03-13 19:06:14.883439,-1.2752540179619702,False
2026-03-13 03:45:00+00:00,71130.0078125,71130.0078125,71130.0078125,71130.0078125,11165696,2026-03-13 19:06:14.883439,-1.239450371667368,False
2026-03-13 03:46:00+00:00,71154.515625,71154.515625,71154.515625,71154.515625,911421440,2026-03-13 19:06:14.883439,-1.1782427212988842,False
2026-03-13 03:47:00+00:00,71173.5390625,71173.5390625,71173.5390625,71173.5390625,12038144,2026-03-13 19:06:14.883439,-1.1307321606845206,False
2026-03-13 03:49:00+00:00,71213.5234375,71213.5234375,71213.5234375,71213.5234375,180113408,2026-03-13 19:06:14.883439,-1.0308721815369593,False
2026-03-13 03:50:00+00:00,71184.953125,71184.953125,71184.953125,71184.953125,5218304,2026-03-13 19:06:14.883439,-1.1022258243159027,False
2026-03-13 03:51:00+00:00,71243.2421875,71243.2421875,71243.2421875,71243.2421875,32096256,2026-03-13 19:06:14.883439,-0.9566503447496744,False
2026-03-13 03:53:00+00:00,71278.0078125,71278.0078125,71278.0078125,71278.0078125,0,2026-03-13 19:06:14.883439,-0.8698240635447803,False
2026-03-13 03:54:00+00:00,71329.625,71329.625,71329.625,71329.625,9519104,2026-03-13 19:06:14.883439,-0.7409114253603453,False
2026-03-13 03:55:00+00:00,71445.34375,71445.34375,71445.34375,71445.34375,0,2026-03-13 19:06:14.883439,-0.45190673385317837,False
2026-03-13 03:57:00+00:00,71396.71875,71396.71875,71396.71875,71396.71875,0,2026-03-13 19:06:14.883439,-0.5733464583968326,False
2026-03-13 03:58:00+00:00,71391.9375,71391.9375,71391.9375,71391.9375,0,2026-03-13 19:06:14.883439,-0.5852875110029888,False
2026-03-13 03:59:00+00:00,71403.625,71403.625,71403.625,71403.625,7630848,2026-03-13 19:06:14.883439,-0.5560982712990514,False
2026-03-13 04:00:00+00:00,71404.71875,71404.71875,71404.71875,71404.71875,983040,2026-03-13 19:06:14.883439,-0.5533666579577738,False
2026-03-13 04:01:00+00:00,71391.2109375,71391.2109375,71391.2109375,71391.2109375,23453696,2026-03-13 19:06:14.883439,-0.5871020827225518,False
2026-03-13 04:02:00+00:00,71405.265625,71405.265625,71405.265625,71405.265625,0,2026-03-13 19:06:14.883439,-0.552000851287135,False
2026-03-13 04:03:00+00:00,71379.25,71379.25,71379.25,71379.25,0,2026-03-13 19:06:14.883439,-0.6169742257618086,False
2026-03-13 04:04:00+00:00,71381.8046875,71381.8046875,71381.8046875,71381.8046875,72597504,2026-03-13 19:06:14.883439,-0.6105939574575389,False
2026-03-13 04:05:00+00:00,71390.53125,71390.53125,71390.53125,71390.53125,7487488,2026-03-13 19:06:14.883439,-0.5887995852989172,False
2026-03-13 04:07:00+00:00,71364.609375,71364.609375,71364.609375,71364.609375,31318016,2026-03-13 19:06:14.883439,-0.6535388214871956,False
2026-03-13 04:08:00+00:00,71406.3984375,71406.3984375,71406.3984375,71406.3984375,0,2026-03-13 19:06:14.883439,-0.5491716803265261,False
2026-03-13 04:09:00+00:00,71399.0625,71399.0625,71399.0625,71399.0625,0,2026-03-13 19:06:14.883439,-0.5674930012369521,False
2026-03-13 04:10:00+00:00,71453.8828125,71453.8828125,71453.8828125,71453.8828125,0,2026-03-13 19:06:14.883439,-0.4305806382673471,False
2026-03-13 04:11:00+00:00,71477.6015625,71477.6015625,71477.6015625,71477.6015625,36220928,2026-03-13 19:06:14.883439,-0.37134365180935636,False
2026-03-13 04:13:00+00:00,71435.3828125,71435.3828125,71435.3828125,71435.3828125,0,2026-03-13 19:06:14.883439,-0.47678392678267056,False
